user_id,date,n_impressions,url_domain
1814,2021-07-17,1,nytimes.com
1367,2021-09-24,1,instagram.com
1587,2021-09-25,2,youtube.com
564,2021-07-30,4,tasty.co
1260,2021-09-22,1,ranker.com
470,2021-09-21,1,ranker.com
1717,2021-07-01,1,ultimateclassicrock.com
342,2021-07-30,1,mirror.co.uk
1001,2021-07-17,1,timeout.com
744,2021-08-06,1,instagram.com
1034,2021-09-02,4,exhale.breatheheavy.com
631,2021-09-28,1,comicbook.com
1613,2021-07-03,2,wusa9.com
1376,2021-08-27,1,buzzfeednews.com
1234,2021-08-01,2,ajc.com
1560,2021-08-07,1,smithsonianmag.com
516,2021-09-15,1,onlyinyourstate.com
1004,2021-09-01,4,youtube.com
324,2021-07-31,2,dallasnews.com
1220,2021-07-02,4,youtube.com
1526,2021-08-24,2,buzzfeed.com
1415,2021-08-05,1,amazon.com
1854,2021-07-02,1,huffpost.com
136,2021-09-25,1,washingtonpost.com
754,2021-08-05,4,theonion.com
137,2021-09-10,1,buzzfeed.com
525,2021-08-27,4,youtube.com
906,2021-08-03,1,docs.google.com
681,2021-08-26,1,apnews.com
1543,2021-08-12,4,npr.org
554,2021-08-30,4,youtube.com
1735,2021-09-12,1,swagbucks.com
615,2021-07-13,1,ajc.com
443,2021-07-19,1,iambaker.net
533,2021-08-28,1,amazon.com
847,2021-09-02,2,youtube.com
558,2021-09-29,1,youtube.com
1194,2021-08-16,1,npr.org
1782,2021-08-04,1,nbcnews.com
1394,2021-07-03,4,change.org
1015,2021-07-03,1,newsandguts.com
785,2021-09-30,1,mentalfloss.com
1518,2021-07-02,2,interestingengineering.com
417,2021-08-04,4,instagram.com
1593,2021-08-31,1,theatlantic.com
714,2021-09-30,1,refinery29.com
75,2021-09-30,1,act.audubon.org
1398,2021-07-25,1,pjmedia.com
1335,2021-08-14,1,ranker.com
797,2021-08-27,1,crafty.diply.com
1056,2021-07-04,1,upworthy.com
1283,2021-08-21,1,instyle.com
1232,2021-08-12,1,nbcnews.com
132,2021-07-02,1,tampabay.com
169,2021-08-22,4,crafty.diply.com
1843,2021-09-30,1,advocate.com
1334,2021-08-01,4,instyle.com
584,2021-08-20,2,cnn.com
1835,2021-08-17,1,chicagotribune.com
1859,2021-09-05,4,washingtonpost.com
680,2021-09-30,1,eventbrite.com
399,2021-08-16,1,adorablesimply.netlify.app
726,2021-07-24,1,npr.org
538,2021-07-07,4,huffpost.com
631,2021-07-20,1,huffpost.com
389,2021-08-22,4,youtube.com
1652,2021-08-05,1,breitbart.com
565,2021-09-28,1,sfgate.com
136,2021-09-09,4,foxbusiness.com
129,2021-08-10,4,oregonlive.com
1335,2021-08-06,1,foxnews.com
599,2021-07-25,1,instagram.com
436,2021-09-09,1,nypost.com
1197,2021-09-05,1,dailymail.co.uk
108,2021-08-14,1,texastribune.org
618,2021-09-27,1,variety.com
1223,2021-07-24,4,usatoday.com
113,2021-07-31,1,bbc.com
1675,2021-09-28,4,instagram.com
1386,2021-07-03,4,guidestar.org
36,2021-08-04,4,politico.com
798,2021-09-27,4,amazon.com
1167,2021-08-03,1,nytimes.com
1605,2021-08-02,1,amazon.com
549,2021-07-02,1,bbc.com
218,2021-07-14,4,today.com
1717,2021-09-05,1,vimeo.com
1143,2021-07-12,1,youtube.com
1349,2021-08-08,1,washingtonpost.com
644,2021-07-04,1,act.audubon.org
753,2021-07-18,1,swagbucks.com
1874,2021-09-16,4,militarytimes.com
475,2021-07-01,4,vox.com
1848,2021-08-08,2,abc15.com
492,2021-09-09,1,essence.com
14,2021-08-21,4,washingtonpost.com
565,2021-08-04,1,thehill.com
222,2021-07-24,4,returntonow.net
80,2021-09-23,1,cnn.com
1140,2021-08-08,1,ew.com
1092,2021-08-12,1,saturdaytradition.com
1204,2021-09-29,1,washingtonpost.com
1239,2021-07-22,4,washingtonpost.com
1036,2021-08-11,1,abc7news.com
790,2021-07-14,1,cnn.com
337,2021-08-07,2,theblaze.com
724,2021-09-16,1,nytimes.com
1080,2021-08-28,1,foxnews.com
1346,2021-09-14,2,mprnews.org
462,2021-09-28,1,myincrediblerecipes.com
1690,2021-07-05,1,instagram.com
1599,2021-08-17,1,tasteofhome.com
220,2021-09-23,2,instagram.com
980,2021-09-01,1,sfchronicle.com
1329,2021-08-12,1,thehill.com
529,2021-09-25,2,tvline.com
1764,2021-07-03,2,scoop.upworthy.com
13,2021-08-25,2,19thnews.org
755,2021-08-29,4,washingtonpost.com
1342,2021-07-07,1,instagram.com
837,2021-07-29,4,youtube.com
671,2021-07-22,4,wegotthiscovered.com
411,2021-07-21,1,instagram.com
24,2021-07-02,1,youtube.com
706,2021-07-30,2,theguardian.com
1576,2021-07-17,1,youtube.com
1013,2021-07-28,1,instagram.com
1271,2021-09-15,1,huffpost.com
887,2021-08-06,4,stories.wimp.com
710,2021-09-10,1,amazon.com
607,2021-09-18,1,youtube.com
1820,2021-08-26,1,gothamist.com
274,2021-09-25,1,bbc.com
619,2021-07-06,1,yahoo.com
566,2021-07-20,1,abc15.com
1573,2021-09-07,4,youtube.com
298,2021-07-23,1,instagram.com
1787,2021-07-08,2,linktr.ee
264,2021-07-13,1,scoop.upworthy.com
1628,2021-07-30,2,newyorker.com
1034,2021-07-16,4,etsy.com
16,2021-08-28,1,theatlantic.com
1214,2021-09-28,1,latimes.com
1183,2021-09-12,1,powerofpositivity.com
1103,2021-08-17,1,americanmilitarynews.com
755,2021-07-31,1,twitter.com
1282,2021-08-27,2,news.yahoo.com
1422,2021-07-18,1,iheart.com
1554,2021-07-07,1,bhg.com
1398,2021-07-30,2,dailypaws.com
634,2021-09-24,4,loudwire.com
1776,2021-08-16,1,theonion.com
249,2021-08-14,1,breitbart.com
1328,2021-08-07,1,npr.org
504,2021-09-13,2,variety.com
646,2021-08-25,2,ebaumsworld.com
1432,2021-08-23,2,thedenverchannel.com
1316,2021-08-15,1,dailykos.com
1609,2021-07-12,1,mypoints.com
1635,2021-07-30,4,avclub.com
909,2021-09-05,1,bestproducts.com
1562,2021-08-09,1,cbsnews.com
433,2021-09-21,1,brightside.me
773,2021-09-23,1,news.yahoo.com
1446,2021-09-22,4,youtube.com
1096,2021-07-29,4,chicago.suntimes.com
339,2021-09-12,2,youtube.com
739,2021-08-09,1,ranker.com
198,2021-08-24,2,cnn.com
1632,2021-08-04,1,youtube.com
1618,2021-08-17,1,youtube.com
443,2021-07-17,2,newsmax.com
789,2021-07-05,4,crafty.diply.com
1310,2021-08-30,4,amazon.com
333,2021-07-01,1,washingtonpost.com
1914,2021-07-25,1,washingtonpost.com
933,2021-09-11,4,ranker.com
1214,2021-09-01,1,click2houston.com
495,2021-08-28,2,kutv.com
1114,2021-09-04,4,huffpost.com
853,2021-08-20,4,buzzfeed.com
75,2021-09-04,2,bbc.com
1317,2021-07-02,1,brightside.me
780,2021-07-23,1,ticketweb.com
1680,2021-09-28,1,runsignup.com
806,2021-08-17,1,tmz.com
351,2021-09-08,1,princesspinkygirl.com
910,2021-08-03,2,media2.giphy.com
246,2021-09-16,1,ksdk.com
780,2021-08-07,1,blog.theanimalrescuesite.greatergood.com
503,2021-08-26,1,npr.org
230,2021-09-01,1,ticketmaster.com
545,2021-07-25,4,news.yahoo.com
526,2021-09-29,2,nypost.com
1005,2021-09-26,1,nytimes.com
440,2021-07-05,2,kcur.org
1265,2021-07-01,1,bipartisanreport.com
1753,2021-07-14,4,rumble.com
918,2021-09-08,1,indiewire.com
1251,2021-09-05,1,ladbible.com
1483,2021-08-09,1,nps.gov
562,2021-09-13,2,youtube.com
1450,2021-08-07,2,heavy.com
685,2021-07-27,4,nbcnews.com
1111,2021-09-16,1,youtube.com
1643,2021-09-27,1,bipartisanreport.com
236,2021-07-01,1,nbcnews.com
1591,2021-08-29,1,yahoo.com
856,2021-09-13,1,twentytwowords.com
1652,2021-09-06,4,12tomatoes.com
1129,2021-07-01,4,timeout.com
983,2021-09-10,4,today.com
1612,2021-08-29,1,businessinsider.com
1293,2021-09-04,1,wthr.com
153,2021-09-05,1,foxnews.com
905,2021-09-16,1,amazon.com
1772,2021-07-17,4,cnsnews.com
1715,2021-09-04,4,discoveryplus.app.link
491,2021-09-23,4,polinews.org
986,2021-07-07,2,gizmodo.com
1036,2021-08-08,1,abc7news.com
1398,2021-08-31,1,instagram.com
513,2021-07-16,1,thedenverchannel.com
426,2021-07-04,2,amazon.com
1425,2021-08-10,2,huffpost.com
662,2021-08-17,1,amazon.com
281,2021-09-09,1,act.audubon.org
1901,2021-09-25,1,tiktok.com
1695,2021-08-12,4,mic.com
738,2021-09-18,1,instagram.com
1756,2021-09-06,1,youtube.com
1601,2021-08-04,1,huffpost.com
347,2021-09-30,1,tipsto.live
1312,2021-07-17,1,mashable.com
515,2021-08-10,1,shadowandact.com
1044,2021-09-10,1,washingtonpost.com
668,2021-09-15,2,tweaktown.com
221,2021-07-12,1,instagram.com
786,2021-08-10,2,whiskeyriff.com
896,2021-09-16,4,iheartdogs.com
487,2021-09-03,4,comicbook.com
677,2021-07-31,1,tiktok.com
1783,2021-08-31,1,news.yahoo.com
593,2021-09-04,1,them.us
1059,2021-08-12,1,ticketmaster.com
581,2021-09-26,1,youtube.com
1773,2021-09-13,1,cnn.com
1054,2021-07-07,2,nbcchicago.com
754,2021-07-26,1,youtube.com
1127,2021-07-01,1,mymodernmet.com
1812,2021-08-24,1,nerdist.com
1798,2021-09-07,1,twitter.com
1013,2021-09-11,1,abcnews.go.com
1447,2021-09-29,1,ko-fi.com
1016,2021-07-15,4,npr.org
174,2021-07-23,1,youtube.com
885,2021-09-30,4,instagram.com
1265,2021-08-12,4,instagram.com
176,2021-09-15,1,reuters.com
1460,2021-09-09,1,ranker.com
351,2021-08-23,1,nytimes.com
614,2021-08-20,2,theanimalclub.net
796,2021-09-14,4,nationalgeographic.com
1412,2021-07-28,4,fox2detroit.com
197,2021-09-12,1,lovewhatmatters.com
60,2021-07-28,1,tiktok.com
1867,2021-07-25,1,sfchronicle.com
612,2021-07-11,1,rumble.com
1107,2021-09-08,2,pleated-jeans.com
1498,2021-09-26,4,nytimes.com
936,2021-08-30,1,purehempshop.com
1022,2021-08-09,1,nbcnews.com
507,2021-08-31,1,nytimes.com
1008,2021-07-05,1,upworthy.com
1154,2021-07-19,1,youtube.com
1448,2021-08-05,1,instagram.com
749,2021-08-29,2,youtube.com
1239,2021-07-28,1,fansided.com
2,2021-07-02,1,news.yahoo.com
836,2021-08-24,1,fox10phoenix.com
1041,2021-09-20,1,variety.com
312,2021-07-12,2,rawstory.com
1803,2021-07-26,2,myemail.constantcontact.com
94,2021-08-22,4,instagram.com
1289,2021-07-22,1,m.tiktok.com
1065,2021-08-27,4,buzzfeed.com
125,2021-09-20,1,breitbart.com
1398,2021-08-23,1,ancient-origins.net
1187,2021-08-01,1,instagram.com
72,2021-07-07,1,dailywire.com
393,2021-09-23,1,adorablesimply.netlify.app
374,2021-09-09,1,stories.wimp.com
1178,2021-07-10,1,nytimes.com
1775,2021-07-30,4,vaccines.gov
754,2021-08-01,1,washingtonpost.com
1868,2021-08-24,4,audacy.com
1483,2021-08-03,1,bloomberg.com
1809,2021-09-30,1,essence.com
761,2021-08-20,1,dailywire.com
1593,2021-08-05,2,johnpavlovitz.com
849,2021-09-29,4,youtube.com
1357,2021-09-16,1,abcnews.go.com
279,2021-08-27,1,westernjournal.com
289,2021-07-09,2,kotaku.com
1380,2021-09-09,1,iamreasonable.com
1387,2021-09-02,2,breitbart.com
984,2021-08-08,1,youtube.com
500,2021-07-31,1,twitch.tv
720,2021-07-01,2,etsy.com
262,2021-07-09,2,nytimes.com
1707,2021-09-30,2,msn.com
1875,2021-09-21,2,instagram.com
1289,2021-08-23,2,gizmodo.com
1883,2021-09-16,1,buzzfeed.com
763,2021-09-14,1,amazon.com
1528,2021-07-04,1,comicbook.com
1129,2021-09-08,4,instagram.com
161,2021-07-06,2,msnbc.com
421,2021-09-08,1,mashable.com
236,2021-08-02,2,bloomberg.com
776,2021-09-21,2,msnbc.com
759,2021-09-21,1,npr.org
939,2021-09-20,2,instagram.com
270,2021-08-13,4,smarturl.it
1658,2021-09-22,1,screenrant.com
81,2021-07-03,4,t.me
592,2021-08-04,4,king5.com
894,2021-09-10,1,19thnews.org
1677,2021-08-14,1,bipartisanreport.com
445,2021-07-25,1,washingtonpost.com
1209,2021-08-02,1,newyorker.com
1838,2021-08-15,1,theatlantic.com
504,2021-08-03,1,patreon.com
722,2021-08-28,1,brightside.me
1645,2021-09-12,4,breitbart.com
306,2021-07-18,4,abc11.com
326,2021-08-03,1,inquirer.com
1044,2021-09-03,1,foxnews.com
249,2021-08-20,1,msnbc.com
300,2021-07-04,1,detroitnews.com
989,2021-07-19,1,nbcwashington.com
1776,2021-07-27,4,imdb.com
704,2021-07-09,1,11alive.com
495,2021-07-08,4,secretlifeofmom.com
1398,2021-07-01,1,boredpanda.com
1005,2021-08-19,2,americansongwriter.com
273,2021-08-18,1,smarturl.it
1140,2021-09-11,4,theguardian.com
1038,2021-09-18,4,bhg.com
891,2021-08-10,1,goodmorningamerica.com
461,2021-09-16,1,instagram.com
1712,2021-08-02,1,essentiallysports.com
17,2021-07-17,1,amazon.com
1236,2021-08-21,1,nj.com
1163,2021-08-30,2,npr.org
1787,2021-09-02,2,abcnews.go.com
1752,2021-07-22,1,fansided.com
1335,2021-09-11,1,playeralumniresources.com
1021,2021-09-21,4,goodshomedesign.com
46,2021-08-16,1,youtube.com
1352,2021-09-17,1,instagram.com
769,2021-07-13,1,pbs.org
778,2021-08-15,2,m.tiktok.com
736,2021-09-03,1,local10.com
905,2021-08-19,1,instagram.com
430,2021-08-18,2,npr.org
1704,2021-08-04,1,sonyaz.net
880,2021-07-12,1,didyouknowfacts.com
192,2021-08-15,4,vox.com
1829,2021-08-27,4,abc.net.au
1436,2021-07-26,2,instagram.com
610,2021-07-18,1,huffpost.com
1236,2021-07-17,1,foxnews.com
1056,2021-08-27,1,washingtonpost.com
1554,2021-07-16,1,youtube.com
1689,2021-08-29,2,amazon.com
363,2021-09-03,2,simpleflying.com
1797,2021-09-23,1,ew.com
1279,2021-07-10,2,mentalfloss.com
552,2021-08-26,2,youtube.com
39,2021-07-24,4,biblelockscreens.com
1196,2021-08-17,2,loudwire.com
386,2021-08-07,1,aljazeera.com
716,2021-08-08,1,lovemeow.com
1055,2021-07-02,2,cnn.com
642,2021-07-01,1,today.com
1082,2021-07-23,1,yahoo.com
871,2021-09-22,4,nytimes.com
363,2021-09-29,1,thehill.com
553,2021-07-28,1,timeout.com
1165,2021-09-05,1,buzzfeed.com
653,2021-09-20,1,instagram.com
645,2021-07-22,4,thespun.com
21,2021-08-02,1,cnn.com
1831,2021-08-29,2,instagram.com
356,2021-09-26,2,foodnetwork.com
1806,2021-08-23,1,amazon.com
107,2021-09-12,1,babylonbee.com
242,2021-08-31,1,youtube.com
653,2021-08-20,1,msnbc.com
1716,2021-09-13,4,zillow.com
1068,2021-08-14,1,zillow.com
841,2021-07-22,1,msnbc.com
1086,2021-09-21,1,amazon.com
1657,2021-07-26,1,newsandguts.com
1344,2021-07-02,1,mymodernmet.com
1759,2021-08-22,2,bbc.com
115,2021-09-04,1,youtube.com
1868,2021-08-26,1,target.com
1739,2021-08-28,4,thesun.co.uk
713,2021-08-18,1,vimeo.com
1146,2021-07-16,1,dailywire.com
36,2021-08-15,1,theathletic.com
806,2021-09-16,2,travelandleisure.com
546,2021-07-20,4,ksdk.com
91,2021-07-09,1,swagbucks.com
423,2021-07-06,1,dailywire.com
1813,2021-07-06,1,youtube.com
1372,2021-09-19,1,seattletimes.com
172,2021-08-05,1,mooreorlesscooking.com
1294,2021-08-25,1,eventbrite.com
1027,2021-07-17,2,youtube.com
38,2021-08-24,1,news.yahoo.com
176,2021-07-17,1,cnn.com
141,2021-07-11,1,nbcnews.com
430,2021-09-27,2,nytimes.com
524,2021-08-21,1,wpde.com
1178,2021-07-30,1,missinthekitchen.com
402,2021-07-10,1,thekrazycouponlady.com
906,2021-09-27,2,dailykos.com
1679,2021-07-09,1,news.yahoo.com
422,2021-07-29,1,princesspinkygirl.com
1252,2021-08-08,4,nbcnews.com
1602,2021-09-22,1,washingtonpost.com
1583,2021-09-12,1,webmd.com
1843,2021-07-08,4,newyorker.com
1142,2021-08-05,1,popsci.com
300,2021-09-01,1,abc7news.com
1160,2021-08-12,1,theatlantic.com
1520,2021-08-15,1,ranker.com
1474,2021-08-17,1,nytimes.com
1087,2021-09-02,1,youtube.com
1658,2021-08-18,2,globalportal48h.com
266,2021-07-06,2,livescience.com
834,2021-09-28,2,comicbook.com
323,2021-07-03,1,npr.org
859,2021-09-23,1,apnews.com
1807,2021-09-28,1,instagram.com
1360,2021-07-16,1,breitbart.com
1833,2021-07-19,1,guidestar.org
1547,2021-08-29,1,abcnews.go.com
1905,2021-08-07,2,wral.com
505,2021-07-19,1,youtube.com
1219,2021-08-12,1,smarturl.it
315,2021-07-03,2,bloomberg.com
395,2021-09-24,1,foxnews.com
1174,2021-09-01,1,americanindependent.com
1813,2021-07-21,4,powerofpositivity.com
1357,2021-08-15,1,themusicman.uk
38,2021-08-23,1,youtube.com
828,2021-09-22,1,washingtonpost.com
1171,2021-07-07,1,notthebee.com
286,2021-08-19,1,apnews.com
1627,2021-09-12,1,washingtonpost.com
1278,2021-07-02,1,youtube.com
1653,2021-09-07,1,brightside.me
451,2021-07-28,2,ladbible.com
1309,2021-07-19,2,fox13news.com
622,2021-07-11,1,nypost.com
1200,2021-07-16,1,cheezburger.com
269,2021-08-10,4,breitbart.com
1391,2021-08-10,4,nytimes.com
1762,2021-08-31,2,wgntv.com
774,2021-09-17,1,collider.com
92,2021-07-06,2,m.jpost.com
749,2021-07-14,1,cdc.gov
802,2021-09-23,1,youtube.com
655,2021-07-19,1,comicsands.com
1723,2021-07-16,1,gizmodo.com
308,2021-07-19,1,hollywoodreporter.com
1443,2021-07-07,2,goodmorningamerica.com
1128,2021-07-13,1,youtube.com
691,2021-08-16,1,bestclassicbands.com
1714,2021-08-31,2,post-gazette.com
144,2021-09-10,1,nbcnews.com
170,2021-07-13,1,democracynow.org
480,2021-08-11,2,youtube.com
177,2021-08-20,1,inquirer.com
1813,2021-09-11,4,stevefmvirginia.iheart.com
1405,2021-09-26,1,audacy.com
1253,2021-08-07,4,oregonlive.com
280,2021-08-05,4,anchor.fm
486,2021-07-17,1,boston.cbslocal.com
258,2021-08-14,4,nerdist.com
440,2021-08-20,4,instagram.com
1806,2021-09-16,4,instagram.com
935,2021-09-16,2,mentalfloss.com
1168,2021-08-19,1,cnn.com
1374,2021-09-02,1,goodmorningamerica.com
916,2021-09-26,1,gifclub.net
1,2021-08-14,1,dailymail.co.uk
1766,2021-08-04,1,amazon.com
1130,2021-08-05,1,marijuanamoment.net
761,2021-07-21,4,foxnews.com
442,2021-07-08,2,instagram.com
1595,2021-08-14,1,wral.com
1695,2021-08-10,2,eventbrite.com
462,2021-08-07,2,cnet.com
68,2021-08-28,1,nbcnews.com
866,2021-07-19,1,pcgamer.com
1692,2021-07-31,4,rumble.com
973,2021-09-10,2,npr.org
1524,2021-07-04,2,dogloverclubpage.netlify.app
327,2021-09-12,1,nbcnews.com
709,2021-07-02,2,instagram.com
969,2021-07-28,1,newyorker.com
1381,2021-08-18,1,twitch.tv
685,2021-07-02,1,eonline.com
1748,2021-07-30,2,pbs.org
1666,2021-08-17,1,amazon.com
599,2021-09-05,1,buzzfeed.com
187,2021-09-08,4,cnn.com
195,2021-08-03,2,washingtonpost.com
587,2021-07-27,4,nypost.com
809,2021-09-02,1,deadline.com
728,2021-07-14,2,espn.com
688,2021-08-21,1,newsandguts.com
1016,2021-07-01,1,nytimes.com
1722,2021-07-24,1,amazon.com
1699,2021-07-13,1,247sports.com
34,2021-08-24,2,washingtonpost.com
